far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
poston1-15519,2-poston,San Diego,CA,Chicago,IL,1944-08-29 00:00:00,32.724103,-117.170912,41.88531,-87.62213
poston1-15520,2-poston,San Diego,CA,Chicago,IL,1944-08-29 00:00:00,32.724103,-117.170912,41.88531,-87.62213
poston1-15523,2-poston,San Diego,CA,Chicago,IL,1944-08-29 00:00:00,32.724103,-117.170912,41.88531,-87.62213
poston1-15524,2-poston,San Diego,CA,Chicago,IL,1944-06-27 00:00:00,32.724103,-117.170912,41.88531,-87.62213
poston1-15526,2-poston,Bakersfield,CA,San Francisco,CA,1945-11-14 00:00:00,35.384337,-119.020562,37.776646,-122.417481
poston1-15527,2-poston,,,San Francisco,CA,1945-11-14 00:00:00,,,37.776646,-122.417481
poston1-15528,2-poston,Heber,CA,El Centro,CA,1945-10-17 00:00:00,32.72181,-115.438271,32.770275,-115.598602
poston1-15529,2-poston,Heber,CA,El Centro,CA,1945-10-17 00:00:00,32.72181,-115.438271,32.770275,-115.598602
poston1-15531,2-poston,Los Angeles,CA,Los Angeles,CA,1945-11-20 00:00:00,33.973951,-118.248405,33.973951,-118.248405
poston1-15532,2-poston,Los Angeles,CA,Los Angeles,CA,1945-11-20 00:00:00,33.973951,-118.248405,33.973951,-118.248405
poston1-15533,2-poston,Reedley,CA,Los Angeles,CA,1945-11-03 00:00:00,36.669807,-119.398857,33.973951,-118.248405
poston1-15534,2-poston,Reedley,CA,Los Angeles,CA,1945-11-16 00:00:00,36.669807,-119.398857,33.973951,-118.248405
poston1-15535,2-poston,Reedley,CA,Detroit,MI,1943-07-07 00:00:00,36.669807,-119.398857,42.347021,-83.060184
poston1-15536,2-poston,Reedley,CA,Salt Lake City,UT,1945-07-24 00:00:00,36.669807,-119.398857,40.756095,-111.900719
poston1-15537,2-poston,Reedley,CA,Los Angeles,CA,1945-10-11 00:00:00,36.669807,-119.398857,33.973951,-118.248405
poston1-15538,2-poston,Berkeley,CA,Chicago,IL,1943-04-22 00:00:00,37.860576,-122.29673,41.88531,-87.62213
poston1-15539,2-poston,Berkeley,CA,Chicago,IL,1943-04-22 00:00:00,37.860576,-122.29673,41.88531,-87.62213
poston1-15540,2-poston,Berkeley,CA,Chicago,IL,1943-04-22 00:00:00,37.860576,-122.29673,41.88531,-87.62213
poston1-15541,2-poston,Berkeley,CA,Madison,WI,1943-04-13 00:00:00,37.860576,-122.29673,43.06956,-89.423861
poston1-15542,2-poston,Berkeley,CA,Chicago,IL,1943-04-22 00:00:00,37.860576,-122.29673,41.88531,-87.62213
poston1-15543,2-poston,Berkeley,CA,Chicago,IL,1943-04-22 00:00:00,37.860576,-122.29673,41.88531,-87.62213
poston1-15544,2-poston,Berkeley,CA,Westerville,OH,1943-02-25 00:00:00,37.860576,-122.29673,40.10447,-82.896457
poston1-15549,2-poston,El Centro,CA,Cleveland,OH,1944-03-07 00:00:00,32.770275,-115.598602,41.489381,-81.667486
poston1-15550,2-poston,El Centro,CA,Cleveland,OH,1944-03-07 00:00:00,32.770275,-115.598602,41.489381,-81.667486
poston1-15554,2-poston,Carmel,CA,Monterey,CA,1945-08-15 00:00:00,36.549729,-121.922515,36.57485,-121.840727
poston1-15556,2-poston,Clovis,CA,Brighton,UT,1945-03-21 00:00:00,36.825296,-119.68019,,
poston1-15557,2-poston,Woodlake,CA,Bingham,UT,1945-02-05 00:00:00,36.465943,-119.122283,,
poston1-15559,2-poston,San Diego,CA,San Diego,CA,1945-09-19 00:00:00,32.724103,-117.170912,32.724103,-117.170912
poston1-15560,2-poston,Brawley,CA,San Diego,CA,1945-09-19 00:00:00,33.096382,-115.280168,32.724103,-117.170912
poston1-15562,2-poston,Orosi,CA,San Francisco,CA,1945-09-26 00:00:00,36.555602,-119.166499,37.776646,-122.417481
poston1-15563,2-poston,Orosi,CA,Dinuba,CA,1945-11-08 00:00:00,36.555602,-119.166499,36.509532,-119.395365
poston1-15564,2-poston,San Diego,CA,Denver,CO,1945-05-17 00:00:00,32.724103,-117.170912,39.760189,-104.996553
poston1-15565,2-poston,San Diego,CA,Denver,CO,1945-05-17 00:00:00,32.724103,-117.170912,39.760189,-104.996553
poston1-15566,2-poston,San Diego,CA,Salt Lake City,UT,1943-07-20 00:00:00,32.724103,-117.170912,40.756095,-111.900719
poston1-15567,2-poston,McFarland,CA,Reedley,CA,1945-07-11 00:00:00,35.67801,-119.22927,36.669807,-119.398857
poston1-15568,2-poston,McFarland,CA,Sanger,CA,1945-09-19 00:00:00,35.67801,-119.22927,36.70801,-119.55597
poston1-15569,2-poston,McFarland,CA,Sanger,CA,1945-09-19 00:00:00,35.67801,-119.22927,36.70801,-119.55597
poston1-15570,2-poston,McFarland,CA,Sanger,CA,1945-09-19 00:00:00,35.67801,-119.22927,36.70801,-119.55597
poston1-15571,2-poston,McFarland,CA,Sanger,CA,1945-09-19 00:00:00,35.67801,-119.22927,36.70801,-119.55597
poston1-15572,2-poston,,,Sanger,CA,1945-09-19 00:00:00,,,36.70801,-119.55597
poston1-15573,2-poston,Los Angeles,CA,Cleveland,OH,1944-03-28 00:00:00,33.973951,-118.248405,41.489381,-81.667486
poston1-15575,2-poston,Los Angeles,CA,Ft Douglas,UT,1944-03-03 00:00:00,33.973951,-118.248405,,
poston1-15576,2-poston,Los Angeles,CA,Cleveland,OH,1944-03-28 00:00:00,33.973951,-118.248405,41.489381,-81.667486
poston1-15579,2-poston,Visalia,CA,Ogden,UT,1945-08-30 00:00:00,36.303793,-119.375646,41.244261,-112.007924
poston1-15580,2-poston,Visalia,CA,Ogden,UT,1945-08-30 00:00:00,36.303793,-119.375646,41.244261,-112.007924
poston1-15584,2-poston,Lafayette,CA,Chicago,IL,1943-05-31 00:00:00,37.901223,-122.120089,41.88531,-87.62213
poston1-15587,2-poston,Reedley,CA,Trenton,UT,1943-07-19 00:00:00,36.669807,-119.398857,41.92405,-111.925583
poston1-15589,2-poston,Soledad,CA,Los Angeles,CA,1945-08-31 00:00:00,36.449485,-121.368127,33.973951,-118.248405
poston1-15590,2-poston,Soledad,CA,Los Angeles,CA,1945-09-26 00:00:00,36.449485,-121.368127,33.973951,-118.248405
poston1-15591,2-poston,Soledad,CA,Los Angeles,CA,1945-09-26 00:00:00,36.449485,-121.368127,33.973951,-118.248405
poston1-15592,2-poston,Soledad,CA,Los Angeles,CA,1945-09-26 00:00:00,36.449485,-121.368127,33.973951,-118.248405
poston1-15593,2-poston,Soledad,CA,Los Angeles,CA,1945-09-26 00:00:00,36.449485,-121.368127,33.973951,-118.248405
poston1-15594,2-poston,Soledad,CA,Los Angeles,CA,1945-09-26 00:00:00,36.449485,-121.368127,33.973951,-118.248405
poston1-15595,2-poston,Gonzales,CA,Los Angeles,CA,1945-09-07 00:00:00,36.502102,-121.408607,33.973951,-118.248405
poston1-15596,2-poston,Gonzales,CA,Los Angeles,CA,1945-09-07 00:00:00,36.502102,-121.408607,33.973951,-118.248405
poston1-15597,2-poston,Gonzales,CA,Los Angeles,CA,1945-09-07 00:00:00,36.502102,-121.408607,33.973951,-118.248405
poston1-15598,2-poston,Gonzales,CA,Los Angeles,CA,1945-09-07 00:00:00,36.502102,-121.408607,33.973951,-118.248405
poston1-15600,2-poston,Los Angeles,CA,Chicago,IL,1945-10-17 00:00:00,33.973951,-118.248405,41.88531,-87.62213
poston1-15601,2-poston,Los Angeles,CA,Chicago,IL,1943-07-05 00:00:00,33.973951,-118.248405,41.88531,-87.62213
poston1-15602,2-poston,Brawley,CA,San Diego,CA,1945-10-09 00:00:00,33.096382,-115.280168,32.724103,-117.170912
