far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
tulelake1-18670,10-tulelake,Los Angeles,CA,NY Cty,NY,1945-12-26 00:00:00,33.973951,-118.248405,40.750422,-73.996328
tulelake1-18671,10-tulelake,Los Angeles,CA,NY Cty,NY,1945-12-26 00:00:00,33.973951,-118.248405,40.750422,-73.996328
tulelake1-18673,10-tulelake,Wheatland,CA,Wheatld,CA,1945-11-21 00:00:00,39.00989,-121.42301,37.155177,-119.543418
tulelake1-18674,10-tulelake,Shelton,WA,Denver,CO,1943-07-05 00:00:00,47.263255,-123.159683,39.760189,-104.996553
tulelake1-18675,10-tulelake,Clarksburg,CA,Sacto,CA,1946-01-09 00:00:00,38.43141,-121.594875,,
tulelake1-18679,10-tulelake,Wheatland,CA,Sacto,CA,1945-10-08 00:00:00,39.00989,-121.42301,,
tulelake1-18680,10-tulelake,Wheatland,CA,Sacto,CA,1946-03-14 00:00:00,39.00989,-121.42301,,
tulelake1-18681,10-tulelake,Wheatland,CA,Sacto,CA,1945-10-08 00:00:00,39.00989,-121.42301,,
tulelake1-18682,10-tulelake,Los Angeles,CA,Sacto,CA,1945-11-14 00:00:00,33.973951,-118.248405,,
tulelake1-18684,10-tulelake,Wheatland,CA,Wheatld,CA,1945-11-21 00:00:00,39.00989,-121.42301,37.155177,-119.543418
tulelake1-18685,10-tulelake,Wheatland,CA,Wheatld,CA,1946-02-27 00:00:00,39.00989,-121.42301,37.155177,-119.543418
tulelake1-18686,10-tulelake,Wheatland,CA,Sacto,CA,1945-10-08 00:00:00,39.00989,-121.42301,,
tulelake1-18687,10-tulelake,,,Wheatld,CA,1945-11-21 00:00:00,,,37.155177,-119.543418
tulelake1-18689,10-tulelake,Shelton,WA,Caldwell,ID,1943-03-29 00:00:00,47.263255,-123.159683,43.661908,-116.65629
tulelake1-18690,10-tulelake,Wheatland,CA,Denver,CO,1946-03-13 00:00:00,39.00989,-121.42301,39.760189,-104.996553
tulelake1-18691,10-tulelake,Wheatland,CA,Sacto,CA,1945-10-08 00:00:00,39.00989,-121.42301,,
tulelake1-18698,10-tulelake,Los Angeles,CA,LA,CA,1945-11-09 00:00:00,33.973951,-118.248405,33.973951,-118.248405
tulelake1-18700,10-tulelake,Los Angeles,CA,Sacto,CA,1945-11-14 00:00:00,33.973951,-118.248405,,
tulelake1-18704,10-tulelake,Los Angeles,CA,LA,CA,1945-11-09 00:00:00,33.973951,-118.248405,33.973951,-118.248405
tulelake1-18705,10-tulelake,Shelton,WA,Denver,CO,1943-07-05 00:00:00,47.263255,-123.159683,39.760189,-104.996553
tulelake1-18709,10-tulelake,Marysville,CA,Sacto,CA,1945-10-08 00:00:00,39.14573,-121.59135,,
tulelake1-18712,10-tulelake,San Marcos,CA,Japan,JAPAN,1945-12-27 00:00:00,33.170778,-117.158674,35.662,139.653
tulelake1-18716,10-tulelake,,,Japan,JAPAN,1945-12-27 00:00:00,,,35.662,139.653
tulelake1-18720,10-tulelake,Menlo Park,CA,Campbell,CA,1946-02-25 00:00:00,37.439616,-122.186373,37.278563,-121.955101
tulelake1-18721,10-tulelake,Menlo Park,CA,Campbell,CA,1946-02-25 00:00:00,37.439616,-122.186373,37.278563,-121.955101
tulelake1-18722,10-tulelake,Menlo Park,CA,Campbell,CA,1946-02-25 00:00:00,37.439616,-122.186373,37.278563,-121.955101
tulelake1-18723,10-tulelake,Menlo Park,CA,San Jose,CA,1945-12-05 00:00:00,37.439616,-122.186373,37.189396,-121.705327
tulelake1-18724,10-tulelake,Pomona,CA,Campbell,CA,1946-02-25 00:00:00,34.042286,-117.756106,37.278563,-121.955101
tulelake1-18725,10-tulelake,Menlo Park,CA,Campbell,CA,1946-02-25 00:00:00,37.439616,-122.186373,37.278563,-121.955101
tulelake1-18727,10-tulelake,Anacortes,WA,Gilroy,CA,1946-01-02 00:00:00,48.499172,-122.607111,37.023347,-121.493849
tulelake1-18728,10-tulelake,Anacortes,WA,Gilroy,CA,1946-01-02 00:00:00,48.499172,-122.607111,37.023347,-121.493849
tulelake1-18729,10-tulelake,Anacortes,WA,Gilroy,CA,1946-01-02 00:00:00,48.499172,-122.607111,37.023347,-121.493849
tulelake1-18730,10-tulelake,Anacortes,WA,Gilroy,CA,1946-01-02 00:00:00,48.499172,-122.607111,37.023347,-121.493849
tulelake1-18731,10-tulelake,Guadalupe,CA,NY Cty,NY,1946-02-27 00:00:00,34.938796,-120.57318,40.750422,-73.996328
tulelake1-18732,10-tulelake,Delano,CA,Japan,JAPAN,1945-12-27 00:00:00,35.779507,-119.200825,35.662,139.653
tulelake1-18735,10-tulelake,Terminal Island,CA,Aromas,CA,1946-03-08 00:00:00,40.026261,-123.490301,36.864154,-121.647608
tulelake1-18736,10-tulelake,San Mateo,CA,Brentwood,CA,1946-01-04 00:00:00,37.573485,-122.32253,37.922228,-121.668359
tulelake1-18737,10-tulelake,Hayward,CA,Brentwood,CA,1946-01-04 00:00:00,37.680181,-121.921498,37.922228,-121.668359
tulelake1-18738,10-tulelake,Hayward,CA,SF,CA,1946-03-11 00:00:00,37.680181,-121.921498,37.776646,-122.417481
tulelake1-18739,10-tulelake,,,Brentwood,CA,1946-01-04 00:00:00,,,37.922228,-121.668359
tulelake1-18740,10-tulelake,Hayward,CA,Aromas,CA,1946-03-11 00:00:00,37.680181,-121.921498,36.864154,-121.647608
tulelake1-18741,10-tulelake,Hayward,CA,Brentwood,CA,1946-01-04 00:00:00,37.680181,-121.921498,37.922228,-121.668359
tulelake1-18742,10-tulelake,Hayward,CA,Brentwood,CA,1946-01-04 00:00:00,37.680181,-121.921498,37.922228,-121.668359
tulelake1-18743,10-tulelake,Terminal Island,CA,Brentwood,CA,1946-01-04 00:00:00,40.026261,-123.490301,37.922228,-121.668359
tulelake1-18744,10-tulelake,Terminal Island,CA,Brentwood,CA,1946-01-04 00:00:00,40.026261,-123.490301,37.922228,-121.668359
tulelake1-18745,10-tulelake,Hayward,CA,Brentwood,CA,1946-01-04 00:00:00,37.680181,-121.921498,37.922228,-121.668359
tulelake1-18746,10-tulelake,Terminal Island,CA,Brentwood,CA,1946-01-04 00:00:00,40.026261,-123.490301,37.922228,-121.668359
tulelake1-18747,10-tulelake,Hayward,CA,Brentwood,CA,1946-01-04 00:00:00,37.680181,-121.921498,37.922228,-121.668359
tulelake1-18748,10-tulelake,Terminal Island,CA,Brentwood,CA,1946-01-04 00:00:00,40.026261,-123.490301,37.922228,-121.668359
tulelake1-18749,10-tulelake,Hayward,CA,Brentwood,CA,1946-01-04 00:00:00,37.680181,-121.921498,37.922228,-121.668359
tulelake1-18750,10-tulelake,Seattle,WA,Japan,JAPAN,1945-11-23 00:00:00,47.432251,-121.803388,35.662,139.653
tulelake1-18751,10-tulelake,Terminal Island,CA,Aromas,CA,1946-03-08 00:00:00,40.026261,-123.490301,36.864154,-121.647608
tulelake1-18752,10-tulelake,,,Modoc Point,OR,1945-11-16 00:00:00,,,42.444861,-121.868345
tulelake1-18757,10-tulelake,Tacoma,WA,Stockton,CA,1945-10-25 00:00:00,47.253671,-122.444335,37.672196,-121.298794
tulelake1-18758,10-tulelake,Elk Grove,CA,Japan,JAPAN,1945-12-27 00:00:00,38.44148,-121.307142,35.662,139.653
tulelake1-18760,10-tulelake,Clovis,NM,Japan,JAPAN,1945-12-27 00:00:00,34.497241,-103.294978,35.662,139.653
tulelake1-18761,10-tulelake,Sacramento,CA,Sacto,CA,1946-01-22 00:00:00,38.380456,-121.555406,,
tulelake1-18765,10-tulelake,Los Angeles,CA,Japan,JAPAN,1945-12-27 00:00:00,33.973951,-118.248405,35.662,139.653
tulelake1-18766,10-tulelake,Clovis,NM,Japan,JAPAN,1945-12-27 00:00:00,34.497241,-103.294978,35.662,139.653
